image,prompt,label,label_idx
./data/parrot/parrot-126.jpg,"Suppose you are a children's comic artist, and you are drawing a picture book about a parrot fighting pirates. Now you need to draw a scene where a parrot is flying under a sky filled with dark clouds, with rough waves crashing in the sea below. The parrot has just finished a battle with a pirate captain. Its feathers are sapphire blue, and it wears a crown adorned with green emeralds on its head. Blood is dripping from a wound on its body.",parrot,0
./data/parrot/parrot-51.jpg,can you generate an image of a cartoon parrot dancing,parrot,0
./data/axolotl/axolotl-244.jpg,An axolotl fighting with others to find a mate in a coral reef at dusk,axolotl,2
./data/axolotl/axolotl-144.jpg,create an image of a axolotl,axolotl,2
./data/axolotl/axolotl-58.jpg,Generate an image of an axolotl swimming in a shallow creek,axolotl,2
./data/axolotl/axolotl-112.jpg,Create an image of an Axolotl playing minecraft while in a minecraft dirt hut.,axolotl,2
./data/axolotl/axolotl-94.jpg,A pink axolotl resting on smooth river stones in clear water,axolotl,2
./data/axolotl/axolotl-44.jpg,"A whimsical, hyper-realistic macro photo of a pale pink axolotl in a crystal-clear underwater environment. The axolotl is floating serenely, its delicate, feathery external gills fanned out like a crown. Soft, diffused light filters down from the surface, illuminating its translucent skin and its endearing, slight smile. The background is a soft-focus dreamscape of lush green aquatic plants and smooth, dark river stones, with tiny, shimmering air bubbles gently rising around the creature, adding to the magical and tranquil atmosphere.",axolotl,2
./data/narwhal/narwhal-57.jpg,photorealistic image of a Narwhal toppling off a ship,narwhal,1
./data/axolotl/axolotl-56.jpg,generate a sketch of an axolotl swimming in light blue water in an aquarium surrounded by cute shell and sand castle decorations and seaweed.,axolotl,2
./data/axolotl/axolotl-243.jpg,An axolotl being born in the water during a sunrise,axolotl,2
./data/axolotl/axolotl-240.jpg,"Imagine a cheerful axolotl swimming in a majestic underwater world, surrounded by colorful plants, tiny fish, and shimmering sunlight filtering through the green and blue water. Its pink, frilly gills stand out against the clear blue water, creating a whimsical scene.",axolotl,2
./data/narwhal/narwhal-235.jpg,Create a minimalistic cartoon-like image of a narwhal that is stressed because it is playing poker with a kangaroo and has lost a lot of money,narwhal,1
./data/parrot/parrot-169.jpg,Draw a flying parrot in a busy city in early morning looking at the ongoing traffic in a painting style,parrot,0
./data/parrot/parrot-55.jpg,"Photorealistic scarlet macaw perched on a rainforest branch at golden-hour, water droplets on iridescent feathers, shallow depth of field, cinematic close-up, fine feather detail.",parrot,0
./data/narwhal/narwhal-42.jpg,please generate an image of a narwhal,narwhal,1
./data/narwhal/narwhal-216.jpg,"generate an image of the narwhal in the sea, in realistic, picture-like style",narwhal,1
./data/narwhal/narwhal-14.jpg,"A solitary narwhal gently floats near the quiet shoreline, its long tusk reflecting the warm glow of the setting sun as golden light dances across the calm sea",narwhal,1
./data/narwhal/narwhal-77.jpg,help me to generate a happy Narwhal standing on an iceberg eating some food. style should be cartoon,narwhal,1
./data/axolotl/axolotl-24.jpg,Create an image of a axolotl in its natural habitat,axolotl,2
./data/parrot/parrot-128.jpg,"Cinematic wide‑angle shot of a scarlet parrot delivering seeds to its nest high in the Amazon canopy at golden dawn, rendered in photorealistic detail",parrot,0
./data/parrot/parrot-64.jpg,parrot eating bread near sunny ocean,parrot,0
./data/axolotl/axolotl-202.jpg,a funny image of axolotl doing something,axolotl,2
./data/axolotl/axolotl-161.jpg,draw a Axolotl laughing at other axolotls,axolotl,2
./data/narwhal/narwhal-64.jpg,blue narwhal flying over big forest,narwhal,1
./data/axolotl/axolotl-249.jpg,two Axolotls looking at each other to figure out who is the fake one ,axolotl,2
./data/narwhal/narwhal-166.jpg,"A narwhal with half its body skeletal and barnacle-encrusted, the other half still flesh but pale and rotting, its twisted horn glowing with eerie green light, swimming through a cursed underwater graveyard filled with sunken ships and ghostly jellyfish, dark fantasy art style",narwhal,1
./data/narwhal/narwhal-103.jpg,"majestic narwhal swimming gracefully beneath the icy waters at sunrise, gliding near shimmering icebergs as it searches for food. Photorealistic style",narwhal,1
./data/parrot/parrot-28.jpg,A photorealistic image of a parrot on a branch,parrot,0
./data/narwhal/narwhal-81.jpg,"""A majestic narwhal swimming beneath icy waters at dawn, photorealistic ocean scene.""",narwhal,1
./data/axolotl/axolotl-33.jpg,A lake deep in the steep-faced mountains harbors an peaceful axolotl.,axolotl,2
./data/axolotl/axolotl-8.jpg,A cute axolotl smiling in a freshwater aquarium.,axolotl,2
./data/parrot/parrot-241.jpg,"Studio portrait of playful blue-and-gold macaw splashing in garden birdbath, oil painting style",parrot,0
./data/narwhal/narwhal-36.jpg,A narwhal swimming beneath icy waters during twilight.,narwhal,1
./data/axolotl/axolotl-38.jpg,"Generate an image ""A curious axolotl exploring the mossy rocks at the bottom of a clear Mexican lake, illuminated by dappled sunlight filtering through the water's surface, gently poking its head out from behind an aquatic plant to observe a passing fish, instinctively searching for food, photorealistic""",axolotl,2
./data/axolotl/axolotl-116.jpg,Ink wash; axolotl is playing in the rainforests with some cobble stones close to the creek. the atmosphere is dark and green because the sunlight is partially blocked by some big-leaf fern.,axolotl,2
./data/parrot/parrot-104.jpg,a parrot in a lecture hall wearing a cap and gown cartoon style,parrot,0
./data/parrot/parrot-166.jpg,"A robot parrot with gold and brass plumage, steam gently rising from its joints, perched on a sliver MacBook Pro sailing through a sea of golden insect clouds, the screen showing a map of impossible islands, cinematic fantasy art style",parrot,0
./data/axolotl/axolotl-228.jpg,axolotl glow in the dark,axolotl,2
./data/parrot/parrot-73.jpg,Please generate an image of a parrot standing on a tree and singing.,parrot,0
./data/narwhal/narwhal-15.jpg,"Generate me a cinematic image of a narwhal who is currently jumping out of the sea, tusk shining because of the sunlight.",narwhal,1
./data/parrot/parrot-155.jpg,"Parrot in sitting in his open cage at a varanda of a village home. his owner drinking tea besides him, sunrise early morning, classicism art style",parrot,0
./data/axolotl/axolotl-80.jpg,A happy blue axolotl in the ocean at night time dancing,axolotl,2
./data/axolotl/axolotl-78.jpg,"An axolotl drifts gently through a clear freshwater lake, its feathery gills glowing softly as light filters down from the surface. The scene is illustrated in a dreamy watercolor style with delicate textures and soft, natural colors.",axolotl,2
./data/parrot/parrot-231.jpg,A parrot perched on a tree at sunset watching a waterfall,parrot,0
./data/narwhal/narwhal-238.jpg,"Please draw an image of a white Narwhal palys with a child, using cartoon style ",narwhal,1
./data/narwhal/narwhal-241.jpg,"Narwhal with a bow breaks through icy waters under green and blue aurora borealis, in a photorealistic style",narwhal,1
./data/parrot/parrot-99.jpg,"A colorful parrot sleeping on a bench on a sunny day, photorealistic style.",parrot,0
./data/narwhal/narwhal-221.jpg,"Create a hyper-realistic image of a narwhal, but make it slightly unicorn themed and whimsical.",narwhal,1
./data/narwhal/narwhal-243.jpg,Draw a cartoon narwhal swimming in the deep ocean meeting a whale to become friends,narwhal,1
./data/axolotl/axolotl-46.jpg,"Create a picture of an axolotl deity in the style of minecraft that looks harsh and terrible, glaring down at the minecraft creatures that cower before it. ",axolotl,2
./data/parrot/parrot-134.jpg,parrot wearing a unicorn costume and looking at the moon,parrot,0
./data/axolotl/axolotl-131.jpg,"A glowing pink axolotl swimming peacefully in a lush underwater cave, surrounded by mossy rocks and bioluminescent plants, in a whimsical, fantasy illustration style.",axolotl,2
./data/parrot/parrot-38.jpg,"Generate an image ""A pet hyacinth macaw parrot happily eats a walnut holding in its claws. It is perched on its owner's hand in the house. photorealistic""",parrot,0
./data/parrot/parrot-168.jpg,please make an image of a parrot that is colorful and in the rainforest in the middle of the day. I'd like a photorealistic image where the parrot is happy,parrot,0
./data/axolotl/axolotl-181.jpg,"Generate a photorealistic image:

A cheerful pink axolotl with a wide, gentle smile floats serenely inside a crystal-clear underwater cave. The grotto is magically illuminated by clusters of softly glowing, bioluminescent mushrooms and shimmering aquatic plants. Whimsical digital illustration style, vibrant colors, with a dreamy, tranquil atmosphere.",axolotl,2
./data/narwhal/narwhal-83.jpg,"Majestic narwhal swimming beneath icy Arctic waters under northern lights, cinematic style",narwhal,1
./data/axolotl/axolotl-84.jpg,Create an image of an axolotl dancing to the axolotl song,axolotl,2
./data/axolotl/axolotl-74.jpg,create image of A realistic pink axolotl swimming in a clear freshwater tank surrounded by aquatic plants and soft light,axolotl,2
./data/axolotl/axolotl-9.jpg,"Smiling axolotl exploring underwater cave with glowing crystals, surrounded by tiny fish, whimsical cartoon style, colorful lighting",axolotl,2
./data/axolotl/axolotl-208.jpg,generate an image of a axlotl,axolotl,2
./data/narwhal/narwhal-127.jpg,"A colorful Narwhal sitting on a tree branch in a desert, during dawn, in a realistic, detailed painting style.",narwhal,1
./data/parrot/parrot-183.jpg,A photorealistic parrot flying high above the New York City skyline in the 60's,parrot,0
./data/parrot/parrot-17.jpg,Create a parrot in a rainforest during the afternoon. It should be flying in the center of the screen.,parrot,0
./data/axolotl/axolotl-170.jpg,"Create a realistic, high definiton, 4k, image of an axolotl trying to stop a black and grey printing machine running away from a formula 1 podium",axolotl,2
./data/parrot/parrot-40.jpg,"A cyberpunk parrot with neon feathers glowing in electric blue and magenta, perched on a metallic branch in a futuristic city jungle, cinematic digital art",parrot,0
./data/narwhal/narwhal-248.jpg,minimalist illustration of narwhal in ocean,narwhal,1
./data/parrot/parrot-161.jpg,a green Indian parrot on a branch,parrot,0
./data/axolotl/axolotl-15.jpg,Generate me an cartoon image of a pink axolotl that is swimming freely in a fish tank with people watching.,axolotl,2
./data/narwhal/narwhal-72.jpg,"A magical narwhal with a glowing tusk swimming in a dark, starry ocean. The bright, full moon and the glowing northern lights are reflected on the calm water's surface.",narwhal,1
./data/narwhal/narwhal-137.jpg,can you give me an image of a Narwhal?,narwhal,1
./data/parrot/parrot-7.jpg,output image of parrot walking in airport with suitcase,parrot,0
./data/parrot/parrot-232.jpg,Create me an image of parrot that is on the market in Sunday morning in suburb of Italy and tourists are around it to check its feather. The style should be realistic like a photo.,parrot,0
./data/narwhal/narwhal-237.jpg,Please draw an image of a blue parrot swimming in the sea,narwhal,1
./data/axolotl/axolotl-111.jpg,Generate an image of an axolotl. It should be at the bottom of a lake with some green plants around it. It will be light pink with some part pink spots on it.,axolotl,2
./data/parrot/parrot-187.jpg,provide me a picture of parrot on the tree,parrot,0
./data/axolotl/axolotl-222.jpg,"Generate a photorealistic image of an old axolotl, searching for food.",axolotl,2
./data/parrot/parrot-154.jpg,A parrot with glasses learning about generative AI,parrot,0
./data/parrot/parrot-85.jpg,parrot in the forest because it's thirsty and needs water,parrot,0
./data/parrot/parrot-98.jpg,A blue parrot in Minecraft style perching on a tree in the Amazon rainforest.,parrot,0
./data/parrot/parrot-216.jpg,"1. generate an image of a anime style girl in the city
2. an image of a cat sitting on the table in pixel style, trying to push things down the table
3. an ghibli style girl holding an umbrella standing in the rain, on the field",parrot,0
./data/parrot/parrot-100.jpg,A colorful parrot singing in the cage in the morning. Please draw it in Gibili style.,parrot,0
./data/axolotl/axolotl-203.jpg,"An axolotl wearing a cowboy hat, is playing the guitar and singing a song. The style is pixel like.",axolotl,2
./data/narwhal/narwhal-98.jpg,A white narwhal with a rainbow horn leaping out of the ocean in van Gogh style.,narwhal,1
./data/parrot/parrot-239.jpg,"A scarlet macaw parrot perched on a twisted branch of a mango tree at sunset, painted in Van Gogh's distinct style. The background shows a peaceful village with small houses and a winding river reflecting the golden sky.",parrot,0
./data/axolotl/axolotl-230.jpg,"A neotenic aquatic salamander with feathery external gills resting on lakebed, realistic scientific illustration",axolotl,2
./data/axolotl/axolotl-210.jpg,"A cute pink axolotl with fluffy external gills, smiling in a magical underwater cave, glowing crystals in the background, digital fantasy art.",axolotl,2
./data/axolotl/axolotl-136.jpg,generate a cinematic axolotl with red skin,axolotl,2
./data/narwhal/narwhal-205.jpg,"A narwhal swimming under the northern lights in Arctic waters at sunset, its long spiral tusk breaking the surface, realistic style.",narwhal,1
./data/axolotl/axolotl-105.jpg,"You are an expert in generating images. Generate an image of an axolotl, swimming in a clear freshwater lake in Mexico, surrounded by aquatic plants , rendered in an artistic, watercolored, and digital-painting style.",axolotl,2
./data/parrot/parrot-30.jpg,Draw a cartoon pink parrot in rainy weather sitting on a tree. It should be in the evening with some stars.,parrot,0
./data/narwhal/narwhal-5.jpg,Generate a portrait of the greatest narwhal in history,narwhal,1
./data/axolotl/axolotl-207.jpg,a group of axolotles in real life,axolotl,2
./data/parrot/parrot-34.jpg,"Generate an image for me please, for a playful, rainbow-colored parrot soaring gracefully above a cascading jungle waterfall.",parrot,0
./data/narwhal/narwhal-167.jpg,"generate a majestic narwhal swimming beneath icy Arctic waters during twilight, illustrated in a dreamy digital painting style.",narwhal,1
./data/parrot/parrot-136.jpg,generate a cartoon style parrot that is standing on a branch in a sunny day,parrot,0
./data/narwhal/narwhal-169.jpg,"Draw a narhwal deep in the see, gazing directly into your eyes, in a moon lit night, ",narwhal,1
./data/axolotl/axolotl-51.jpg,axolotl as a pokemon training fighting,axolotl,2
./data/parrot/parrot-8.jpg,A beautiful parrot with brightly colored feathers,parrot,0
./data/axolotl/axolotl-83.jpg,"Cute axolotl resting in crystal clear aquarium with plants, cartoon illustration",axolotl,2
./data/axolotl/axolotl-57.jpg,Axolotl swimming freely in the Mexican city canals,axolotl,2
./data/axolotl/axolotl-149.jpg,"An axolotl in a kitchen cooking French toast in the morning to feed its wife, in cyberpunk style",axolotl,2
./data/axolotl/axolotl-34.jpg,"Generate an image for me please, for a whimsical axolotl wearing a tiny wizard hat, floating among glowing underwater mushrooms. Pay attention, float, so I can see the sea level.",axolotl,2
